seed;algname;m;instance;n;nevals;millis;sol_set;fit_set;n_local_optima
21;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51283008;645;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
22;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51212448;642;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
23;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51273600;643;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
24;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51301824;643;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
25;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51188928;644;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
26;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51205392;640;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7;353109,353109,353102,353102,353086;20000
27;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51337104;642;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
28;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51156000;642;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
29;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51200688;645;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086;20000
30;MS-MA-EDM;5;exiobase/rxr/rxr_2009_n49;49;51087792;638;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7;353109,353109,353102,353102,353086;20000
1;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51163056;644;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
2;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51139536;644;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
3;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51372384;639;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
4;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51165408;639;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
5;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51177168;642;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
6;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51087792;642;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
7;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51200688;643;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
8;MS-MA-EDM;10;exiobase/rxr/rxr_2009_n49;49;51243024;642;28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 33 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 11 6 9 46 22 26 13 17 43 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 29 30 5 10 27 33 36 48 44 15 37 32 34 45 47 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 19 2 16 3 18 7,28 30 5 10 27 36 48 29 44 15 37 32 34 47 33 45 20 8 38 35 31 39 21 40 24 41 14 1 0 42 4 22 11 6 9 17 46 43 26 13 23 25 12 2 19 16 3 18 7;353109,353109,353102,353102,353086,353086,353067,353067,353060,353060;20000
